Country,Company,Business register name,Business number,VAT number name,VAT number
Netherlands,123inkt.nl,KvK,,BTW,NL8001
Netherlands,Muldi,KvK,BTW,BTW,NL13  0827216963
Netherlands,TapeConcurrent,KvK,,BTW,NL 861001
Netherlands,TapeConcurrent,KvK,,BTW,NL09  0876 3245 88
Netherlands,Product for Product,KvK,37125250,BTW,NL26  0467 0613 00
Netherlands,Product for Product,KvK,37125250,BTW,NL817355017B01
Netherlands,Sneltoner.nl,KvK,32125614,BTW,NL818326815B01
Netherlands,Kantoorartikelen.nl,KvK,14065234,BTW,NL808809167B01
Netherlands,Discountoffice.nl,KvK,29021972,BTW,NL72  0116 0719 66
Netherlands,Discountoffice.nl,KvK,29021972,BTW,NL 805101
Netherlands,Ventilatieland,KvK,17236247      HRB 560366,BTW,NL820076739B01
Netherlands,Ventilatieland.be,KvK,17236247,BTW,NL855563060B01
Netherlands,Bengshop,KvK,57511292      BV,BTW,NL23  0337 7657 66
Netherlands,Bengshop,KvK,57511292      BV,BTW,NL 852613313 B01
Netherlands,Wildkamp,KvK,05 047579,BTW,
Netherlands,huis-accessoires,KvK,76378519,BTW,NL003078258B18
Netherlands,Sohome.nl,KvK,68409796,BTW,NL78  0129 988 545
Netherlands,Sohome.nl,KvK,68409796,BTW,NL857428056B01
Netherlands,Eigenstijl Wonen,KvK,09026907,BTW,
Netherlands,Schuifdeurtotaal,KvK,,BTW,NL002120465B56
Netherlands,Schuifdeurtotaal,KvK,,BTW,NL84RBRB0955095441
Netherlands,Belsimpel,KvK,02093714,BTW,NL819148003B01
Netherlands,BCC,KvK,3565,BTW,
Netherlands,ROBBshop,KvK,BTW,BTW,
Netherlands,MediaMarkt,KvK,24471203,BTW,NL 82 12 22 296 B01
Netherlands,KoopKerstverlichting.nl,KvK,,BTW,NL818916187B01
Netherlands,Deoosteindeonline.nl,KvK,34292095,BTW,
Netherlands,Tuincentrumoutlet.com,KvK,51450828    39,BTW,NL850022903B01
Netherlands,Tuincentrumoutlet.com,KvK,51450828,BTW,NL850022903B01
Netherlands,Agradi,KvK,,BTW,NL807059651B01
Netherlands,zaak.shop,KvK,81043791,BTW,NL28  0156 1329 82
Netherlands,zaak.shop,KvK,81043791,BTW,NL861902920B01
Netherlands,zomerenwinter.nl,KvK,81043791   Wij,BTW,NL28  0156 1329 82
Netherlands,zomerenwinter.nl,KvK,81043791   Wij,BTW,NL861902920B01
Netherlands,zomerenwinter.nl,KvK,81043791,BTW,NL28  0156 1329 82
Netherlands,zomerenwinter.nl,KvK,81043791,BTW,NL861902920B01
Netherlands,Expert,KvK,,BTW,NL802769767B01
Netherlands,ventilator-zaak.nl,KvK,81043791,BTW,NL28  0156 1329 82
Netherlands,ventilator-zaak.nl,KvK,81043791,BTW,NL861902920B01
Netherlands,Hallmark NL,KvK,14032739,BTW,NL005554287B01
Netherlands,Foodworld-XL,KvK,09173779,BTW,NL818362297B01 BTW
Netherlands,CandyOnline,KvK,32067846,BTW,
Netherlands,Binqer,KvK,74268570,BTW,NL859831681B01
Netherlands,Baby Plus,KvK,3695,BTW,NL009867892B01  NL15RABO0333186540
Netherlands,Baby Plus,KvK,3695,BTW,NL 009867 892 B01
Netherlands,Babymax NL,KvK,09187672,BTW,NL001234567B01
Netherlands,ANWB,KvK,33200596,BTW,
Netherlands,ANWB,KvK,KvK,BTW,
Netherlands,Twaiko,KvK,71941711,BTW,NL858914918B01 BTW
Netherlands,Twaiko,KvK,71941711,BTW,NL14RABO0330930532
Netherlands,Twaiko,KvK,71941711,BTW,NL858914918B01
Netherlands,Electro World,KvK,32089173,BTW,NL810527431B01
Netherlands,NextDeal.nl,KvK,,BTW,NL856493909B01
Netherlands,Royal Design NL,KvK,08127477,BTW,
Netherlands,Bestsellers.nl,KvK,H37101679,BTW,
Netherlands,Bestsellers.nl,KvK,37101679,BTW,
Netherlands,NESPRESSO,KvK,331832,BTW,NL001410908B01
Netherlands,Horecarama,KvK,62849115 BTW,BTW,NL21INGB0006789060
Netherlands,Horecarama,KvK,62849115 BTW,BTW,NL854982589B01
Netherlands,ActievandeDag.nl,KvK,37163086,BTW,NL850400429B01
Netherlands,Koopjedeal,KvK,24396800,BTW,
Netherlands,Tweedekoopje,KvK,77978536,BTW,NL861220201B01
Netherlands,HomeHaves.com,KvK,73850845,BTW,
Netherlands,Webshop-outlet.nl,KvK,63041618,BTW,NL855068450B01
Netherlands,Topdeal24,KvK,70089922,BTW,NL858136375B01
Netherlands,Onderdeeltotaal.nl,KvK,66417333,BTW,NL24INGB0007385653
Netherlands,Onderdeeltotaal.nl,KvK,66417333,BTW,NL8565435701
Netherlands,Obbink,KvK,09100417,BTW,NL36  0485 4621 17
Netherlands,Obbink,KvK,09100417,BTW,NL807063770B01
Netherlands,MultimediaCenter.nl,KvK,53438892,BTW,NL850880385B01
Netherlands,Obelink.nl,KvK,08024002,BTW,NL001677755B01 KVK
Netherlands,kiip-bv.nl,KvK,,BTW,NL855920853B01
Netherlands,hevutools.nl,KvK,,BTW,NL 803168962B01
Netherlands,Van den Elzen caravans en recreatie,KvK,,BTW,
Netherlands,TEUN,KvK,61114618,BTW,
Netherlands,Elektronica Online,KvK,BTW,BTW,
Netherlands,Elektronica Online,KvK,14072458   BTW,BTW,
Netherlands,DeWitgoedOutlet.nl,KvK,,BTW,NL858405301B01
Netherlands,KiJoo,KvK,69321051,BTW,NL857830703B01
Netherlands,GT Discount,KvK,80997384,BTW,NL003510444B44
Netherlands,Fietsvoordeelshop.nl,KvK,58887539,BTW,NL 853224146B01
Netherlands,Fietsenstunt.nl,KvK,36041512,BTW,NL804027778B01
Netherlands,Fietsenwinkel.nl,KvK,,BTW,
Netherlands,Schakelaar Tweewielers,KvK,,BTW,NL83  0691 8115 47
Netherlands,Schakelaar Tweewielers,KvK,,BTW,NL33  0000 9684 56
Netherlands,BikeExchange,KvK,09077059,BTW,NL96RABO0380212234
Netherlands,BikeExchange,KvK,09077059,BTW,NL816187836B01
Netherlands,Van Hoogstraten Fietscorner,KvK,12027154,BTW,NL00 8924 661 B04
Netherlands,Van Hoogstraten Fietscorner,KvK,12027154,BTW,NL94  0008 2931 86
Netherlands,Van Hoogstraten Fietscorner,KvK,12027154,BTW,NL00
Netherlands,SuperFietsen,KvK,56741014,BTW,
Netherlands,Fietsonline.com,KvK,65386752,BTW,NL856091698B01
Netherlands,Nr1FietsShop Rijen,KvK,65628373,BTW,NL856193549B01
Netherlands,Hollandbikeshop.com,KvK,,BTW,NL853601
Netherlands,Hollandbikeshop.com,KvK,,BTW,NL53ABNA0542298961
Netherlands,Peter Macco,KvK,30017600,BTW,
Netherlands,Belga Fietsen,KvK,59342692,BTW,NL8530
Netherlands,Knop Tweewielers,KvK,22021905,BTW,NL 813763794 B01
Netherlands,Knop Tweewielers,KvK,22021905,BTW,NL 813763794
Netherlands,van Wijk Fiets en Onderhoud,KvK,70428255,BTW,NL858314253B01  NL31INGB0008121272
Netherlands,Bike Totaal,KvK,,BTW,NL006773072B01
Netherlands,Profile 'de Fietsspecialist',KvK,,BTW,NL56INGB0662812913 BIC
Netherlands,Profile 'de Fietsspecialist',KvK,,BTW,NL006773072B01
Netherlands,Premiumbikes.nl,KvK,70660034,BTW,NL858411672B01
Netherlands,Fietsenwinkel Rotterdam,KvK,70660034,BTW,NL858411672B01
Netherlands,Berry's Wielershop,KvK,50505327,BTW,NL002195141B85
Netherlands,Berry's Wielershop,KvK,50505327,BTW,NL817259806B01
Netherlands,Fietsenwinkel Barendrecht,KvK,70824886,BTW,NL28INGB0006861102
Netherlands,Fietsenwinkel Barendrecht,KvK,70824886,BTW,NL855230150B01
Netherlands,Fietsenwinkel Barendrecht,KvK,63424851,BTW,NL28INGB0006861102
Netherlands,Fietsenwinkel Barendrecht,KvK,63424851,BTW,NL855230150B01
Netherlands,Gardena-Flymo-Dealer.nl,KvK,24319157 ǀ BTW Nr,BTW,NL02  0107 3435 17
Netherlands,Sense Say,KvK,,BTW,
Netherlands,Beamer-winkel.nl,KvK,80367747,BTW,NL861649485B01
Netherlands,Beamer-winkel.nl,KvK,80367747,BTW,NL58INGB0007677011
Netherlands,IT Supplies,KvK,59680989,BTW,NL853101
Netherlands,QualityLamps.eu,KvK,,BTW,NL808559953B01
Netherlands,Bax-shop.nl,KvK,Om              KVK,BTW,
Netherlands,Redable.nl,KvK,80476236,BTW,NL 8616 85 325 B01
Netherlands,Dustin Home NL,KvK,,BTW,
Netherlands,visunext.nl,KvK,08182518,BTW,
Netherlands,Bosch Shop,KvK,BTW,BTW,
Netherlands,Fiyo.nl,KvK,76643190,BTW,NL860720287B01
Netherlands,FixPart.nl,KvK,73197416,BTW,NL859395546B01
Netherlands,shop35,KvK,68952880,BTW,NL001467064B40
Netherlands,Dewinkelvoorsenioren.nl,KvK,71006818,BTW,NL66  0006 4381 77
Netherlands,Dewinkelvoorsenioren.nl,KvK,71006818,BTW,NL001299583 B86
Netherlands,artencraft.be,KvK,1755,BTW,
Netherlands,Topshop.nu,KvK,70544239,BTW,
Netherlands,winkelwagenonline,KvK,60340878,BTW,NL853865899B01
Netherlands,Like2Cook,KvK,63102293,BTW,
Netherlands,HancaBazaar BV.,KvK,77434161,BTW,NL861006306B01
Netherlands,CoolSound.nl,KvK,,BTW,NL853793906B01
Netherlands,CoolSound.nl,KvK,,BTW,NL65ABNA0589668404 BIC
Netherlands,Retourplaza,KvK,63515954,BTW,NL855270044B01
Netherlands,Retourplaza,KvK,2017,BTW,NL855270044B01
Netherlands,eBay - buybay_wholesale,KvK,,BTW,
Netherlands,Van der Linde,KvK,BTW,BTW,
Netherlands,dibozoo.nl,KvK,06006563,BTW,NL813122247B01
Netherlands,directkweken.nl,KvK,65313216,BTW,NL 856061748B01
Netherlands,directkweken.nl,KvK,65313216,BTW,NL71  0007 1455 08
Netherlands,Haico Tweewielers,KvK,31029081,BTW,
Netherlands,OnderdelenExpert,KvK,51523272,BTW,NL150482632B01
Netherlands,Elektrovakhandel firma Joh.Kock,KvK,27147636,BTW,NL802623347B01
Netherlands,Witgoedbedrijf.nl,KvK,71402411,BTW,
Netherlands,Inbouw.nl,KvK,34154668,BTW,NL36ABNA0473070367
Netherlands,Inbouw.nl,KvK,34154668,BTW,NL809750430B01
Netherlands,Paulissen Witgoed,KvK,18053814,BTW,
Netherlands,Beterwitgoed.nl,KvK,,BTW,NL41ABNA0456804056 BIC
Netherlands,Beterwitgoed.nl,KvK,,BTW,NL823525934B01
Netherlands,Beterwitgoed.nl,KvK,,BTW,NL823525934B01 KVK
Netherlands,Witgoedhuis,KvK,11064897,BTW,NL81530B01
Netherlands,XAB,KvK,59787155,BTW,NL853644093B01
Netherlands,El-Vidas.nl,KvK,69564078,BTW,NL 857920376B01
Netherlands,El-Vidas.nl,KvK,69564078,BTW,NL72  0340 4326 75
Netherlands,Hermans Trading Witgoed Outlet,KvK,69285853,BTW,NL857816718B01 KVK
Netherlands,Hermans Trading Witgoed Outlet,KvK,69285853,BTW,NL857816718B01
Netherlands,Hermans Trading Witgoed Outlet,KvK,69285853,BTW,NL66  0317 4427 16
Netherlands,Miele.nl,KvK,,BTW,NL 001237214B01
Netherlands,Keukenloods.nl,KvK,34154668,BTW,NL809750430B01
Netherlands,Keukenloods.nl,KvK,34154668,BTW,NL98  0473 1891 43
Netherlands,Apollo,KvK,39084407,BTW,NL812841876B01
Netherlands,KitchenOnline.nl,KvK,30178744,BTW,
Netherlands,Veiligkopen,KvK,27272228,BTW,
Netherlands,Veldkamp Keukens,KvK,,BTW,
Netherlands,Vivolanda.nl,KvK,24287108,BTW,NL807111478B01
Netherlands,eibabo.nl,KvK,,BTW,
Netherlands,Airfryertotaal,KvK,74790935,BTW,
Netherlands,OR Media,KvK,58457631,BTW,NL853048101B01
Netherlands,BonjourOutdoor.nl,KvK,63609835,BTW,NL855313092B01
Netherlands,HuisEnTuin.Online,KvK,77730992,BTW,NL003232521B12
Netherlands,HuisEnTuin.Online,KvK,77730992,BTW,NL88  0353 1920 58
Netherlands,Peek & Cloppenburg,,,BTW,NL825904298B01
Netherlands,Wild Store,,,BTW,NL 817601
Netherlands,Wild Store,,,BTW,NL74DEUT0507197216 BIC
Netherlands,vila.nl,,,BTW,NL60  0301936307 BIC RABONL2U
Netherlands,vila.nl,,,BTW,NL804396097B01
Netherlands,vila.nl,,,BTW,NL60  0301936307 BICU2LNOBAR
Netherlands,MAX15,,,BTW,NL854724199B01
Netherlands,Street One,,,BTW,NL823533888B01
Netherlands,Intersport,,,BTW,NL800656337B01
Netherlands,Sportpaleis.nl,,,BTW,NL69  0100
Netherlands,Sportpaleis.nl,,,BTW,NL80007B01
Netherlands,JD Sports Nederland,,,BTW,NL852752337B01
Netherlands,Sporthuis.nl,,,BTW,NL823301
Netherlands,adidas.nl,,,BTW,NL 003701
Netherlands,adidas.nl,,,BTW,NL 0037
Netherlands,Sportschoenshop,,,BTW,NL855335348B01
Netherlands,Reebok.nl,,,BTW,NL 0037
Netherlands,Deens Design,,,BTW,NL863096165B01
Netherlands,4UDesigned.nl,,,BTW,NL822579297B01 ABN
Netherlands,4UDesigned.nl,,,BTW,NL822579297B01
Netherlands,4UDesigned.nl,,,BTW,NL21ABNA0473875543
Netherlands,MD Living,,,BTW,NL862435407B01
Netherlands,Holland & Barrett NL,,,BTW,NL 007440029 B01
Netherlands,Voordeelvloeren.nl,,,BTW,NL60RABO 0112189563
Netherlands,Delscher,,,BTW,NL814701
Netherlands,Promiss,,,BTW,NL 823776050 B01
Netherlands,Hollister Co - Official,,,BTW,NL 850551043B01
Netherlands,Alensa.nl,,,BTW,NL BTW
Netherlands,Alensa.nl,,,BTW,NL824211753B01
Netherlands,Durlinger,,,BTW,NL803765265B01
Netherlands,Durlinger,,,BTW,NL 817509744B01
Netherlands,Durlinger,,,BTW,NL83INGB0652479405
Netherlands,Mason Garments,,,BTW,NL04ABNA0441618790
Netherlands,Epplejeck NL,,,BTW,NL855474919B01
Netherlands,Dille & Kamille,,,BTW,NL005574237B01
Netherlands,Watersports Outlet NL,,,BTW,NL856556427
Netherlands,Watersports Outlet NL,,,BTW,NL856556427B01
Netherlands,Wear-it! Men's Fashion,,,BTW,NL850263098 B01
Netherlands,Hout en Plezier,,,BTW,NL001655282B86
Netherlands,Karwei.nl,,,BTW,NL005681108
Netherlands,vidaXL.nl,,,BTW,NL850657702B01
Netherlands,Sanitairkamer.nl,,,BTW,NL 854001
Netherlands,Blokker.nl,,,BTW,NL52RABO0325303266
Netherlands,Blokker.nl,,,BTW,NL806698603B01
Netherlands,GYZS.nl,,,BTW,NL8503
Netherlands,GYZS.nl,,,BTW,NL85ABNA0567277437
Netherlands,Rubberbootexpert.nl,,,BTW,NL816920850 B01
Netherlands,Rubberbootexpert.nl,,,BTW,NL56  0116 3857 58
Netherlands,Babylux,,,BTW,NL826162605B01
Netherlands,Back Market,,,BTW,NL002470728B92
Netherlands,Voordeligwitgoed.nl,,,BTW,NL819601
Netherlands,Keukenwinkel in Vinkel,,,BTW,NL819601
Netherlands,De Schouw Witgoed,,,BTW,NL806402180B01
Netherlands,subtel.nl,,,BTW,NL820698659B01
Netherlands,Coolshop.nl,,,BTW,NL 824007943B01
Germany,Zalando.nl,HRB,158855 B,USt,
Germany,Zalando.nl,HRB,158855 B,USt-ID,
Germany,Zalando.nl,HRB,158855B,USt,
Germany,Zalando.nl,HRB,158855B,USt-ID,
Germany,bol.com,HRB,,USt,
Germany,bol.com,HRB,,USt-ID,
Germany,beslist.nl,HRB,,USt,
Germany,beslist.nl,HRB,,USt-ID,
Germany,gerstaecker.nl,HRB,12031,USt,DE285026769 BTW
Germany,gerstaecker.nl,HRB,12031,USt-ID,DE285026769 BTW
Germany,sloggi.com,HRB,5682,USt,DE 811170293
Germany,sloggi.com,HRB,5682,USt-ID,DE 811170293
Germany,V&D,HRB,98273,USt,DE 293242374
Germany,V&D,HRB,98273,USt-ID,DE 293242374
Germany,OTTO,HRB,,USt,
Germany,OTTO,HRB,,USt-ID,
Germany,fruugo.nl,HRB,1v 1800mah 50c 4s  xt60,USt,
Germany,fruugo.nl,HRB,1v 1800mah 50c 4s  xt60,USt-ID,
Germany,Dressinn.com,HRB,και το  9,USt,
Germany,Dressinn.com,HRB,και το  9,USt-ID,
Germany,Stylefile.nl,HRB,14689,USt,
Germany,Stylefile.nl,HRB,14689,USt-ID,
Germany,ABOUT YOU,HRB,168438,USt,
Germany,ABOUT YOU,HRB,168438,USt-ID,
Germany,Impericon,HRB,25392,USt,DE267330102
Germany,Impericon,HRB,25392,USt-ID,DE267330102
Germany,def-shop.nl,HRB,164900 B,USt,
Germany,def-shop.nl,HRB,164900 B,USt-ID,
Germany,Peek & Cloppenburg,HRB,68021,USt,
Germany,Peek & Cloppenburg,HRB,68021,USt-ID,
Germany,tom-tailor.nl,HRB,148471,USt,
Germany,tom-tailor.nl,HRB,148471,USt-ID,
Germany,Bomont,HRB,,USt,
Germany,Bomont,HRB,,USt-ID,
Germany,limango.nl,HRB,138105 KvK München,USt,
Germany,limango.nl,HRB,138105 KvK München,USt-ID,
Germany,C&A,HRB,752904,USt,
Germany,C&A,HRB,752904,USt-ID,
Germany,Mieps en Mams,HRB,,USt,
Germany,Mieps en Mams,HRB,,USt-ID,
Germany,Max ICT,HRB,Max ICT,USt,
Germany,Max ICT,HRB,Max ICT,USt-ID,
Germany,INNO,HRB,39109,USt,DE256784039
Germany,INNO,HRB,39109,USt-ID,DE256784039
Germany,BSTN Store,HRB,216985,USt,
Germany,BSTN Store,HRB,216985,USt-ID,
Germany,LARGE.nl,HRB,100299,USt,
Germany,LARGE.nl,HRB,100299,USt-ID,
Germany,dress-for-less.nl,HRB,96610,USt,DE311775086
Germany,dress-for-less.nl,HRB,96610,USt-ID,DE311775086
Germany,Mamaloesbabysjop.nl,HRB,,USt,
Germany,Mamaloesbabysjop.nl,HRB,,USt-ID,
Germany,Wish,HRB,1V 5000mAh 50C Max 55C 3S RC   For RC    Li,USt,
Germany,Wish,HRB,1V 5000mAh 50C Max 55C 3S RC   For RC    Li,USt-ID,
Germany,LightInTheBox,HRB,2V 50C 6000mAh,USt,
Germany,LightInTheBox,HRB,2V 50C 6000mAh,USt-ID,
Germany,Reserved,HRB,130936 USt,USt,DE293682602
Germany,Reserved,HRB,130936 USt,USt-ID,DE293682602
Germany,Reserved,USt-IdNr,,USt,DE293682602
Germany,Reserved,USt-IdNr,,USt-ID,DE293682602
Germany,Van Dijk Waalwijk,HRB,423,USt,
Germany,Van Dijk Waalwijk,HRB,423,USt-ID,
Germany,Street One,HRB,218 458,USt,
Germany,Street One,HRB,218 458,USt-ID,
Germany,TeamShirts.nl,HRB,22478,USt,
Germany,TeamShirts.nl,HRB,22478,USt-ID,
Germany,TeamShirts.nl,HRB,HRB 22478,USt,
Germany,TeamShirts.nl,HRB,HRB 22478,USt-ID,
Germany,Overhemden.com,HRB,10331,USt,DE306331933
Germany,Overhemden.com,HRB,10331,USt-ID,DE306331933
Germany,Overhemden.com,USt-IdNr,,USt,DE306331933
Germany,Overhemden.com,USt-IdNr,,USt-ID,DE306331933
Germany,Pinkorblue.nl,HRB,18909 KvK,USt,
Germany,Pinkorblue.nl,HRB,18909 KvK,USt-ID,
Germany,Pinkorblue.nl,HRB,18909,USt,
Germany,Pinkorblue.nl,HRB,18909,USt-ID,
Germany,Etsy - JuulviHandmade,HRB,,USt,
Germany,Etsy - JuulviHandmade,HRB,,USt-ID,
Germany,AliExpress.com,HRB,,USt,
Germany,AliExpress.com,HRB,,USt-ID,
Germany,Etsy - Seller,HRB,,USt,
Germany,Etsy - Seller,HRB,,USt-ID,
Germany,New Kids Mini & Teens,HRB,NCP,USt,
Germany,New Kids Mini & Teens,HRB,NCP,USt-ID,
Germany,JD Sports Nederland,HRB,95146,USt,
Germany,JD Sports Nederland,HRB,95146,USt-ID,
Germany,Knuffeldiscounter.nl,HRB,,USt,
Germany,Knuffeldiscounter.nl,HRB,,USt-ID,
Germany,Country Attire,HRB,Is Blu,USt,
Germany,Country Attire,HRB,Is Blu,USt-ID,
Germany,Tennis-Point.nl,HRB,9528,USt,
Germany,Tennis-Point.nl,HRB,9528,USt-ID,
Germany,Schoenenoutletonline.nl,HRB,,USt,
Germany,Schoenenoutletonline.nl,HRB,,USt-ID,
Germany,Onlineschoenenwinkel.nl,HRB,,USt,
Germany,Onlineschoenenwinkel.nl,HRB,,USt-ID,
Germany,Traininn.com,HRB,και το  9,USt,
Germany,Traininn.com,HRB,και το  9,USt-ID,
Germany,Keller-Sports.nl,HRB,189761,USt,
Germany,Keller-Sports.nl,HRB,189761,USt-ID,
Germany,FALKE,HRB,7593,USt,
Germany,FALKE,HRB,7593,USt-ID,
Germany,Drogisterij.net,HRB,,USt,
Germany,Drogisterij.net,HRB,,USt-ID,
Germany,Mantel,HRB,,USt,
Germany,Mantel,HRB,,USt-ID,
Germany,fonQ.nl,HRB,7540,USt,DE232600313
Germany,fonQ.nl,HRB,7540,USt-ID,DE232600313
Germany,Correct,HRB,,USt,
Germany,Correct,HRB,,USt-ID,
Germany,Parfumdreams.NL,HRB,581012,USt,
Germany,Parfumdreams.NL,HRB,581012,USt-ID,
Germany,lampen24.nl,HRB,8407,USt,DE 815 559 897
Germany,lampen24.nl,HRB,8407,USt-ID,DE 815 559 897
Germany,Alexnld.com,HRB,,USt,
Germany,Alexnld.com,HRB,,USt-ID,
Germany,besteonderdelen.nl,HRB,233377 B,USt,DE260634589
Germany,besteonderdelen.nl,HRB,233377 B,USt-ID,DE260634589
Germany,Beautyplaza.com,HRB,HRB 85919,USt,
Germany,Beautyplaza.com,HRB,HRB 85919,USt-ID,
Germany,fashionette.nl,HRB,91139,USt,DE306883975
Germany,fashionette.nl,HRB,91139,USt-ID,DE306883975
Germany,eBay - wotseriekelepelstraat,HRB,,USt,
Germany,eBay - wotseriekelepelstraat,HRB,,USt-ID,
Germany,baslerbeauty NL,HRB,753526,USt,
Germany,baslerbeauty NL,HRB,753526,USt-ID,
Germany,Multibazar,HRB,757223,USt,
Germany,Multibazar,HRB,757223,USt-ID,
Germany,Esprit NL,HRB,47277,USt,DE 814336381
Germany,Esprit NL,HRB,47277,USt-ID,DE 814336381
Germany,Thomann NL,HRB,5862,USt,
Germany,Thomann NL,HRB,5862,USt-ID,
Germany,Etsy - AliciaZenobia,HRB,,USt,
Germany,Etsy - AliciaZenobia,HRB,,USt-ID,
Germany,Bouwbestel.nl,HRB,8157,USt,DE209411312
Germany,Bouwbestel.nl,HRB,8157,USt-ID,DE209411312
Germany,Azerty,HRB,W Kb Wht Isk,USt,
Germany,Azerty,HRB,W Kb Wht Isk,USt-ID,
Germany,Etsy - PrintableGiftFinds,HRB,,USt,
Germany,Etsy - PrintableGiftFinds,HRB,,USt-ID,
Germany,De Diamond Painter,HRB,,USt,
Germany,De Diamond Painter,HRB,,USt-ID,
Germany,Etsy - hylandlatexmoulds,HRB,,USt,
Germany,Etsy - hylandlatexmoulds,HRB,,USt-ID,
Germany,Etsy - Willane,HRB,,USt,
Germany,Etsy - Willane,HRB,,USt-ID,
Germany,HUGO BOSS,HRB,36 06 10,USt,DE 147164472
Germany,HUGO BOSS,HRB,36 06 10,USt-ID,DE 147164472
Germany,Etsy - EBRUJEWELRY,HRB,,USt,
Germany,Etsy - EBRUJEWELRY,HRB,,USt-ID,
Germany,Etsy - CaliHipsterCo,HRB,,USt,
Germany,Etsy - CaliHipsterCo,HRB,,USt-ID,
Germany,Afound.com,HRB,9330,USt,DE238913546
Germany,Afound.com,HRB,9330,USt-ID,DE238913546
Germany,Mister Spex,HRB,230317 B,USt,
Germany,Mister Spex,HRB,230317 B,USt-ID,
Germany,Mister Spex,HRB,230317 B BTW,USt,
Germany,Mister Spex,HRB,230317 B BTW,USt-ID,
Germany,Edel-Optics NL,HRB,108926,USt,DE264070174
Germany,Edel-Optics NL,HRB,108926,USt-ID,DE264070174
Germany,Brillen24.nl,HRB,207881,USt,DE282542723
Germany,Brillen24.nl,HRB,207881,USt-ID,DE282542723
Germany,Swatch NL,HRB,41877,USt,DE81638597
Germany,Swatch NL,HRB,41877,USt-ID,DE81638597
Germany,Swatch NL,HRB,41877,USt,DE113877821
Germany,Swatch NL,HRB,41877,USt-ID,DE113877821
Germany,valmano.nl,HRB,150237,USt,DE815430111
Germany,valmano.nl,HRB,150237,USt-ID,DE815430111
Germany,Etsy - HistoryInWatch,HRB,,USt,
Germany,Etsy - HistoryInWatch,HRB,,USt-ID,
Germany,Mastertools.nl,HRB,225 109,USt,
Germany,Mastertools.nl,HRB,225 109,USt-ID,
Germany,ToolMax.nl,HRB,225 109,USt,
Germany,ToolMax.nl,HRB,225 109,USt-ID,
Germany,Lidl.nl,HRB,751331,USt,DE297802026
Germany,Lidl.nl,HRB,751331,USt-ID,DE297802026
Germany,eBay,HRB,,USt,
Germany,eBay,HRB,,USt-ID,
Germany,Standaard Boekhandel,HRB,,USt,
Germany,Standaard Boekhandel,HRB,,USt-ID,
Germany,Marc O'Polo Shop - NL,HRB,6720,USt,DE131177357
Germany,Marc O'Polo Shop - NL,HRB,6720,USt-ID,DE131177357
Germany,Sextoyland,HRB,204097,USt,
Germany,Sextoyland,HRB,204097,USt-ID,
Germany,Horeca.SHOP,HRB,13144 HL  Lübeck,USt,
Germany,Horeca.SHOP,HRB,13144 HL  Lübeck,USt-ID,
Germany,Etsy - GalleryDemeterShop,HRB,,USt,
Germany,Etsy - GalleryDemeterShop,HRB,,USt-ID,
Germany,Carhartt Work in Progress,HRB,413103,USt,DE228 317808
Germany,Carhartt Work in Progress,HRB,413103,USt-ID,DE228 317808
Germany,Etsy - Bunny177Cloud183,HRB,,USt,
Germany,Etsy - Bunny177Cloud183,HRB,,USt-ID,
Germany,Paagman,HRB,LLC,USt,
Germany,Paagman,HRB,LLC,USt-ID,
Germany,Party.nl,HRB,204840,USt,DE281781566
Germany,Party.nl,HRB,204840,USt-ID,DE281781566
Germany,Babypark,HRB,,USt,
Germany,Babypark,HRB,,USt-ID,
Germany,Kindermaxx NL,HRB,213764 USt,USt,DE296811693
Germany,Kindermaxx NL,HRB,213764 USt,USt-ID,DE296811693
Germany,Kindermaxx NL,USt-IdNr,DE296811693,USt,DE296811693
Germany,Kindermaxx NL,USt-IdNr,DE296811693,USt-ID,DE296811693
Germany,Albert Heijn,HRB,CLT,USt,
Germany,Albert Heijn,HRB,CLT,USt-ID,
Germany,Dennisdeal.com,HRB,,USt,
Germany,Dennisdeal.com,HRB,,USt-ID,
Germany,Etsy - boxroomprintshop,HRB,,USt,
Germany,Etsy - boxroomprintshop,HRB,,USt-ID,
Germany,Etsy - TheSupplyGuy,HRB,,USt,
Germany,Etsy - TheSupplyGuy,HRB,,USt-ID,
Germany,Etsy - PartyPiecesCo,HRB,,USt,
Germany,Etsy - PartyPiecesCo,HRB,,USt-ID,
Germany,home24.nl,HRB,196337 B,USt,
Germany,home24.nl,HRB,196337 B,USt-ID,
Germany,Etsy - ArtCrist,HRB,,USt,
Germany,Etsy - ArtCrist,HRB,,USt-ID,
Germany,Toy Better,HRB,,USt,
Germany,Toy Better,HRB,,USt-ID,
Germany,Blitzhandel24.nl,HRB,204257,USt,
Germany,Blitzhandel24.nl,HRB,204257,USt-ID,
Germany,Werken met Merken,HRB,399,USt,
Germany,Werken met Merken,HRB,399,USt-ID,
Germany,Titus NL,HRB,4949,USt,
Germany,Titus NL,HRB,4949,USt-ID,
Germany,Winparts.nl,HRB,,USt,
Germany,Winparts.nl,HRB,,USt-ID,
Germany,Conrad.nl,HRB,,USt,
Germany,Conrad.nl,HRB,,USt-ID,
Germany,Klium.nl,HRB,1673,USt,DE 175 516 716
Germany,Klium.nl,HRB,1673,USt-ID,DE 175 516 716
